영업일자,영업장명_메뉴명,매출수량,요일,주중,주말,공휴일
2024-02-08,미라시아_얼그레이 하이볼,1,목,1,0,0
2024-02-09,미라시아_얼그레이 하이볼,3,금,1,0,1
2024-02-10,미라시아_얼그레이 하이볼,3,토,0,1,1
2024-02-11,미라시아_얼그레이 하이볼,2,일,0,1,1
2024-02-12,미라시아_얼그레이 하이볼,1,월,1,0,1
2024-02-13,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-02-14,미라시아_얼그레이 하이볼,1,수,1,0,0
2024-02-15,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-02-16,미라시아_얼그레이 하이볼,1,금,1,0,0
2024-02-17,미라시아_얼그레이 하이볼,1,토,0,1,0
2024-02-18,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-02-19,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-02-20,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-02-21,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-02-22,미라시아_얼그레이 하이볼,4,목,1,0,0
2024-02-23,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-02-24,미라시아_얼그레이 하이볼,0,토,0,1,0
2024-02-25,미라시아_얼그레이 하이볼,1,일,0,1,0
2024-02-26,미라시아_얼그레이 하이볼,1,월,1,0,0
2024-02-27,미라시아_얼그레이 하이볼,1,화,1,0,0
2024-02-28,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-02-29,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-03-01,미라시아_얼그레이 하이볼,2,금,1,0,1
2024-03-02,미라시아_얼그레이 하이볼,3,토,0,1,0
2024-03-03,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-03-04,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-03-05,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-03-06,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-03-07,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-03-08,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-03-09,미라시아_얼그레이 하이볼,0,토,0,1,0
2024-03-10,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-03-11,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-03-12,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-03-13,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-03-14,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-03-15,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-03-16,미라시아_얼그레이 하이볼,2,토,0,1,0
2024-03-17,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-03-18,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-03-19,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-03-20,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-03-21,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-03-22,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-03-23,미라시아_얼그레이 하이볼,2,토,0,1,0
2024-03-24,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-03-25,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-03-26,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-03-27,미라시아_얼그레이 하이볼,1,수,1,0,0
2024-03-28,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-03-29,미라시아_얼그레이 하이볼,2,금,1,0,0
2024-03-30,미라시아_얼그레이 하이볼,3,토,0,1,0
2024-03-31,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-04-01,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-04-02,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-04-03,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-04-04,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-04-05,미라시아_얼그레이 하이볼,1,금,1,0,0
2024-04-06,미라시아_얼그레이 하이볼,0,토,0,1,0
2024-04-07,미라시아_얼그레이 하이볼,1,일,0,1,0
2024-04-08,미라시아_얼그레이 하이볼,1,월,1,0,0
2024-04-09,미라시아_얼그레이 하이볼,3,화,1,0,0
2024-04-10,미라시아_얼그레이 하이볼,1,수,1,0,0
2024-04-11,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-04-12,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-04-13,미라시아_얼그레이 하이볼,1,토,0,1,0
2024-04-14,미라시아_얼그레이 하이볼,1,일,0,1,0
2024-04-15,미라시아_얼그레이 하이볼,3,월,1,0,0
2024-04-16,미라시아_얼그레이 하이볼,3,화,1,0,0
2024-04-17,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-04-18,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-04-19,미라시아_얼그레이 하이볼,0,금,1,0,1
2024-04-20,미라시아_얼그레이 하이볼,2,토,0,1,0
2024-04-21,미라시아_얼그레이 하이볼,2,일,0,1,0
2024-04-22,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-04-23,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-04-24,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-04-25,미라시아_얼그레이 하이볼,1,목,1,0,0
2024-04-26,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-04-27,미라시아_얼그레이 하이볼,0,토,0,1,0
2024-04-28,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-04-29,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-04-30,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-05-01,미라시아_얼그레이 하이볼,0,수,1,0,1
2024-05-02,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-05-03,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-05-04,미라시아_얼그레이 하이볼,2,토,0,1,0
2024-05-05,미라시아_얼그레이 하이볼,1,일,0,1,1
2024-05-06,미라시아_얼그레이 하이볼,1,월,1,0,1
2024-05-07,미라시아_얼그레이 하이볼,1,화,1,0,0
2024-05-08,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-05-09,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-05-10,미라시아_얼그레이 하이볼,2,금,1,0,0
2024-05-11,미라시아_얼그레이 하이볼,2,토,0,1,0
2024-05-12,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-05-13,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-05-14,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-05-15,미라시아_얼그레이 하이볼,0,수,1,0,1
2024-05-16,미라시아_얼그레이 하이볼,1,목,1,0,0
2024-05-17,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-05-18,미라시아_얼그레이 하이볼,1,토,0,1,0
2024-05-19,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-05-20,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-05-21,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-05-22,미라시아_얼그레이 하이볼,1,수,1,0,0
2024-05-23,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-05-24,미라시아_얼그레이 하이볼,1,금,1,0,0
2024-05-25,미라시아_얼그레이 하이볼,2,토,0,1,0
2024-05-26,미라시아_얼그레이 하이볼,2,일,0,1,0
2024-05-27,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-05-28,미라시아_얼그레이 하이볼,1,화,1,0,0
2024-05-29,미라시아_얼그레이 하이볼,1,수,1,0,0
2024-05-30,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-05-31,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-06-01,미라시아_얼그레이 하이볼,0,토,0,1,0
2024-06-02,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-06-03,미라시아_얼그레이 하이볼,0,월,1,0,0
2024-06-04,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-06-05,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-06-06,미라시아_얼그레이 하이볼,0,목,1,0,1
2024-06-07,미라시아_얼그레이 하이볼,2,금,1,0,0
2024-06-08,미라시아_얼그레이 하이볼,0,토,0,1,0
2024-06-09,미라시아_얼그레이 하이볼,0,일,0,1,0
2024-06-10,미라시아_얼그레이 하이볼,2,월,1,0,0
2024-06-11,미라시아_얼그레이 하이볼,0,화,1,0,0
2024-06-12,미라시아_얼그레이 하이볼,0,수,1,0,0
2024-06-13,미라시아_얼그레이 하이볼,0,목,1,0,0
2024-06-14,미라시아_얼그레이 하이볼,0,금,1,0,0
2024-06-15,미라시아_얼그레이 하이볼,1,토,0,1,0
2023-01-01,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,1
2023-01-02,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-01-03,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-01-04,미라시아_오븐구이 윙과 킬바사소세지,1,수,1,0,0
2023-01-05,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-01-06,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-01-07,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-01-08,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-01-09,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-01-10,미라시아_오븐구이 윙과 킬바사소세지,3,화,1,0,0
2023-01-11,미라시아_오븐구이 윙과 킬바사소세지,2,수,1,0,0
2023-01-12,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-01-13,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-01-14,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-01-15,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-01-16,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-01-17,미라시아_오븐구이 윙과 킬바사소세지,2,화,1,0,0
2023-01-18,미라시아_오븐구이 윙과 킬바사소세지,5,수,1,0,0
2023-01-19,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-01-20,미라시아_오븐구이 윙과 킬바사소세지,1,금,1,0,0
2023-01-21,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,1
2023-01-22,미라시아_오븐구이 윙과 킬바사소세지,7,일,0,1,1
2023-01-23,미라시아_오븐구이 윙과 킬바사소세지,5,월,1,0,1
2023-01-24,미라시아_오븐구이 윙과 킬바사소세지,2,화,1,0,1
2023-01-25,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-01-26,미라시아_오븐구이 윙과 킬바사소세지,3,목,1,0,0
2023-01-27,미라시아_오븐구이 윙과 킬바사소세지,2,금,1,0,0
2023-01-28,미라시아_오븐구이 윙과 킬바사소세지,3,토,0,1,0
2023-01-29,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-01-30,미라시아_오븐구이 윙과 킬바사소세지,3,월,1,0,0
2023-01-31,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-02-01,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-02-02,미라시아_오븐구이 윙과 킬바사소세지,2,목,1,0,0
2023-02-03,미라시아_오븐구이 윙과 킬바사소세지,2,금,1,0,0
2023-02-04,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,0
2023-02-05,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-02-06,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-02-07,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-02-08,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-02-09,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-02-10,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-02-11,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-02-12,미라시아_오븐구이 윙과 킬바사소세지,2,일,0,1,0
2023-02-13,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-02-14,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-02-15,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-02-16,미라시아_오븐구이 윙과 킬바사소세지,2,목,1,0,0
2023-02-17,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-02-18,미라시아_오븐구이 윙과 킬바사소세지,1,토,0,1,0
2023-02-19,미라시아_오븐구이 윙과 킬바사소세지,3,일,0,1,0
2023-02-20,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-02-21,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-02-22,미라시아_오븐구이 윙과 킬바사소세지,1,수,1,0,0
2023-02-23,미라시아_오븐구이 윙과 킬바사소세지,3,목,1,0,0
2023-02-24,미라시아_오븐구이 윙과 킬바사소세지,2,금,1,0,0
2023-02-25,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,0
2023-02-26,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-02-27,미라시아_오븐구이 윙과 킬바사소세지,2,월,1,0,0
2023-02-28,미라시아_오븐구이 윙과 킬바사소세지,3,화,1,0,0
2023-03-01,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,1
2023-03-02,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-03-03,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-03-04,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-03-05,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-03-06,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-03-07,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-03-08,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-03-09,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-03-10,미라시아_오븐구이 윙과 킬바사소세지,1,금,1,0,0
2023-03-11,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,0
2023-03-12,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-03-13,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-03-14,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-03-15,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-03-16,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-03-17,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-03-18,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-03-19,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-03-20,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-03-21,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-03-22,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-03-23,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-03-24,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-03-25,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-03-26,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-03-27,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-03-28,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-03-29,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-03-30,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-03-31,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-04-01,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,0
2023-04-02,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-04-03,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-04-04,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-04-05,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-04-06,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-04-07,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-04-08,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-04-09,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-04-10,미라시아_오븐구이 윙과 킬바사소세지,5,월,1,0,0
2023-04-11,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-04-12,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-04-13,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-04-14,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-04-15,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,0
2023-04-16,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-04-17,미라시아_오븐구이 윙과 킬바사소세지,9,월,1,0,0
2023-04-18,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-04-19,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-04-20,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-04-21,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-04-22,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,0
2023-04-23,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-04-24,미라시아_오븐구이 윙과 킬바사소세지,4,월,1,0,0
2023-04-25,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-04-26,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-04-27,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-04-28,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-04-29,미라시아_오븐구이 윙과 킬바사소세지,3,토,0,1,0
2023-04-30,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-05-01,미라시아_오븐구이 윙과 킬바사소세지,2,월,1,0,1
2023-05-02,미라시아_오븐구이 윙과 킬바사소세지,5,화,1,0,0
2023-05-03,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-05-04,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-05-05,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,1
2023-05-06,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-05-07,미라시아_오븐구이 윙과 킬바사소세지,2,일,0,1,0
2023-05-08,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-05-09,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-05-10,미라시아_오븐구이 윙과 킬바사소세지,2,수,1,0,0
2023-05-11,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-05-12,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-05-13,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-05-14,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-05-15,미라시아_오븐구이 윙과 킬바사소세지,2,월,1,0,0
2023-05-16,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-05-17,미라시아_오븐구이 윙과 킬바사소세지,1,수,1,0,0
2023-05-18,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-05-19,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-05-20,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,0
2023-05-21,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-05-22,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-05-23,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-05-24,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-05-25,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-05-26,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-05-27,미라시아_오븐구이 윙과 킬바사소세지,0,토,0,1,1
2023-05-28,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-05-29,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-05-30,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-05-31,미라시아_오븐구이 윙과 킬바사소세지,1,수,1,0,0
2023-06-01,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-06-02,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-06-03,미라시아_오븐구이 윙과 킬바사소세지,3,토,0,1,0
2023-06-04,미라시아_오븐구이 윙과 킬바사소세지,2,일,0,1,0
2023-06-05,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-06-06,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,1
2023-06-07,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-06-08,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-06-09,미라시아_오븐구이 윙과 킬바사소세지,1,금,1,0,0
2023-06-10,미라시아_오븐구이 윙과 킬바사소세지,3,토,0,1,0
2023-06-11,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-06-12,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-06-13,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-06-14,미라시아_오븐구이 윙과 킬바사소세지,2,수,1,0,0
2023-06-15,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-06-16,미라시아_오븐구이 윙과 킬바사소세지,1,금,1,0,0
2023-06-17,미라시아_오븐구이 윙과 킬바사소세지,1,토,0,1,0
2023-06-18,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-06-19,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-06-20,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-06-21,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-06-22,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-06-23,미라시아_오븐구이 윙과 킬바사소세지,3,금,1,0,0
2023-06-24,미라시아_오븐구이 윙과 킬바사소세지,1,토,0,1,0
2023-06-25,미라시아_오븐구이 윙과 킬바사소세지,2,일,0,1,0
2023-06-26,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-06-27,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-06-28,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-06-29,미라시아_오븐구이 윙과 킬바사소세지,0,목,1,0,0
2023-06-30,미라시아_오븐구이 윙과 킬바사소세지,5,금,1,0,0
2023-07-01,미라시아_오븐구이 윙과 킬바사소세지,5,토,0,1,0
2023-07-02,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-07-03,미라시아_오븐구이 윙과 킬바사소세지,2,월,1,0,0
2023-07-04,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-07-05,미라시아_오븐구이 윙과 킬바사소세지,1,수,1,0,0
2023-07-06,미라시아_오븐구이 윙과 킬바사소세지,5,목,1,0,0
2023-07-07,미라시아_오븐구이 윙과 킬바사소세지,1,금,1,0,0
2023-07-08,미라시아_오븐구이 윙과 킬바사소세지,3,토,0,1,0
2023-07-09,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-07-10,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-07-11,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-07-12,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-07-13,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-07-14,미라시아_오븐구이 윙과 킬바사소세지,3,금,1,0,0
2023-07-15,미라시아_오븐구이 윙과 킬바사소세지,4,토,0,1,0
2023-07-16,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-07-17,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-07-18,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-07-19,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-07-20,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-07-21,미라시아_오븐구이 윙과 킬바사소세지,3,금,1,0,0
2023-07-22,미라시아_오븐구이 윙과 킬바사소세지,4,토,0,1,0
2023-07-23,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-07-24,미라시아_오븐구이 윙과 킬바사소세지,5,월,1,0,0
2023-07-25,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-07-26,미라시아_오븐구이 윙과 킬바사소세지,3,수,1,0,0
2023-07-27,미라시아_오븐구이 윙과 킬바사소세지,2,목,1,0,0
2023-07-28,미라시아_오븐구이 윙과 킬바사소세지,3,금,1,0,0
2023-07-29,미라시아_오븐구이 윙과 킬바사소세지,1,토,0,1,0
2023-07-30,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-07-31,미라시아_오븐구이 윙과 킬바사소세지,6,월,1,0,0
2023-08-01,미라시아_오븐구이 윙과 킬바사소세지,4,화,1,0,0
2023-08-02,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-08-03,미라시아_오븐구이 윙과 킬바사소세지,2,목,1,0,0
2023-08-04,미라시아_오븐구이 윙과 킬바사소세지,3,금,1,0,0
2023-08-05,미라시아_오븐구이 윙과 킬바사소세지,2,토,0,1,0
2023-08-06,미라시아_오븐구이 윙과 킬바사소세지,4,일,0,1,0
2023-08-07,미라시아_오븐구이 윙과 킬바사소세지,2,월,1,0,0
2023-08-08,미라시아_오븐구이 윙과 킬바사소세지,2,화,1,0,0
2023-08-09,미라시아_오븐구이 윙과 킬바사소세지,3,수,1,0,0
2023-08-10,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-08-11,미라시아_오븐구이 윙과 킬바사소세지,2,금,1,0,0
2023-08-12,미라시아_오븐구이 윙과 킬바사소세지,3,토,0,1,0
2023-08-13,미라시아_오븐구이 윙과 킬바사소세지,4,일,0,1,0
2023-08-14,미라시아_오븐구이 윙과 킬바사소세지,4,월,1,0,0
2023-08-15,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,1
2023-08-16,미라시아_오븐구이 윙과 킬바사소세지,0,수,1,0,0
2023-08-17,미라시아_오븐구이 윙과 킬바사소세지,2,목,1,0,0
2023-08-18,미라시아_오븐구이 윙과 킬바사소세지,1,금,1,0,0
2023-08-19,미라시아_오븐구이 윙과 킬바사소세지,5,토,0,1,0
2023-08-20,미라시아_오븐구이 윙과 킬바사소세지,1,일,0,1,0
2023-08-21,미라시아_오븐구이 윙과 킬바사소세지,0,월,1,0,0
2023-08-22,미라시아_오븐구이 윙과 킬바사소세지,0,화,1,0,0
2023-08-23,미라시아_오븐구이 윙과 킬바사소세지,2,수,1,0,0
2023-08-24,미라시아_오븐구이 윙과 킬바사소세지,1,목,1,0,0
2023-08-25,미라시아_오븐구이 윙과 킬바사소세지,0,금,1,0,0
2023-08-26,미라시아_오븐구이 윙과 킬바사소세지,1,토,0,1,0
2023-08-27,미라시아_오븐구이 윙과 킬바사소세지,0,일,0,1,0
2023-08-28,미라시아_오븐구이 윙과 킬바사소세지,1,월,1,0,0
2023-08-29,미라시아_오븐구이 윙과 킬바사소세지,1,화,1,0,0
2023-08-30,미라시아_오븐구이 윙과 킬바사소세지,1,수,1,0,0
