영업장명,메뉴명,계절,요일,쉬는날,내일도 쉬어,매출수량
라그로타,Gls.미션 서드,봄,토,1,1,7
라그로타,Gls.미션 서드,봄,일,1,0,5
라그로타,Gls.미션 서드,봄,월,0,0,0
라그로타,Gls.미션 서드,봄,화,0,0,0
라그로타,Gls.미션 서드,봄,수,0,0,2
라그로타,Gls.미션 서드,봄,목,0,0,0
라그로타,Gls.미션 서드,봄,금,0,1,3
라그로타,Gls.미션 서드,봄,토,1,1,3
라그로타,Gls.미션 서드,봄,일,1,0,4
라그로타,Gls.미션 서드,봄,월,0,0,0
라그로타,Gls.미션 서드,봄,화,0,1,5
라그로타,Gls.미션 서드,봄,수,1,0,3
라그로타,Gls.미션 서드,봄,목,0,0,5
라그로타,Gls.미션 서드,봄,금,0,1,4
라그로타,Gls.미션 서드,봄,토,1,1,5
라그로타,Gls.미션 서드,봄,일,1,1,2
라그로타,Gls.미션 서드,봄,월,1,0,2
라그로타,Gls.미션 서드,봄,화,0,0,2
라그로타,Gls.미션 서드,봄,수,0,0,4
라그로타,Gls.미션 서드,봄,목,0,0,1
라그로타,Gls.미션 서드,봄,금,0,1,3
라그로타,Gls.미션 서드,봄,토,1,1,2
라그로타,Gls.미션 서드,봄,일,1,0,1
라그로타,Gls.미션 서드,봄,월,0,0,0
라그로타,Gls.미션 서드,봄,화,0,1,2
라그로타,Gls.미션 서드,봄,수,1,0,4
라그로타,Gls.미션 서드,봄,목,0,0,5
라그로타,Gls.미션 서드,봄,금,0,1,2
라그로타,Gls.미션 서드,봄,토,1,1,3
라그로타,Gls.미션 서드,봄,일,1,0,2
라그로타,Gls.미션 서드,봄,월,0,0,0
라그로타,Gls.미션 서드,봄,화,0,0,3
라그로타,Gls.미션 서드,봄,수,0,0,3
라그로타,Gls.미션 서드,봄,목,0,0,5
라그로타,Gls.미션 서드,봄,금,0,1,2
라그로타,Gls.미션 서드,봄,토,1,1,7
라그로타,Gls.미션 서드,봄,일,1,0,2
라그로타,Gls.미션 서드,봄,월,0,0,0
라그로타,Gls.미션 서드,봄,화,0,0,0
라그로타,Gls.미션 서드,봄,수,0,0,1
라그로타,Gls.미션 서드,봄,목,0,0,2
라그로타,Gls.미션 서드,봄,금,0,1,1
라그로타,Gls.미션 서드,봄,토,1,1,2
라그로타,Gls.미션 서드,봄,일,1,0,0
라그로타,Gls.미션 서드,봄,월,0,0,0
라그로타,Gls.미션 서드,봄,화,0,0,0
라그로타,Gls.미션 서드,봄,수,0,1,0
라그로타,Gls.미션 서드,봄,목,1,0,7
라그로타,Gls.미션 서드,봄,금,0,1,4
라그로타,Gls.미션 서드,봄,토,1,1,5
라그로타,Gls.미션 서드,봄,일,1,0,3
라그로타,Gls.미션 서드,봄,월,0,0,0
라그로타,Gls.미션 서드,봄,화,0,0,0
라그로타,Gls.미션 서드,봄,수,0,0,2
라그로타,Gls.미션 서드,봄,목,0,0,1
라그로타,Gls.미션 서드,봄,금,0,1,0
라그로타,Gls.미션 서드,봄,토,1,0,3
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,2
라그로타,Open Food,겨울,일,1,0,2
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,1
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,1
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,11
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,1
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,1,0
라그로타,Open Food,겨울,월,1,1,0
라그로타,Open Food,겨울,화,1,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,1
라그로타,Open Food,겨울,금,0,1,1
라그로타,Open Food,겨울,토,1,1,2
라그로타,Open Food,겨울,일,1,0,1
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,2
라그로타,Open Food,겨울,수,0,0,1
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,1
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,2
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,1
라그로타,Open Food,겨울,목,0,0,1
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,2
라그로타,Open Food,겨울,일,1,0,2
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,2
라그로타,Open Food,겨울,금,0,1,1
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,1
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,2
라그로타,Open Food,겨울,금,0,1,3
라그로타,Open Food,겨울,토,1,1,7
라그로타,Open Food,겨울,일,1,0,4
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,1,4
라그로타,Open Food,겨울,수,1,0,1
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,1
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,봄,토,1,1,2
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,1
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,2
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,1
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,1
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,1,0
라그로타,Open Food,봄,월,1,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,1
라그로타,Open Food,봄,목,0,1,0
라그로타,Open Food,봄,금,1,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,1
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,1
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,1
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,1
라그로타,Open Food,봄,일,1,1,0
라그로타,Open Food,봄,월,1,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,1
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,1,0
라그로타,Open Food,봄,화,1,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,0
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,1
라그로타,Open Food,여름,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,1
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,여름,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,0
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,여름,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,0
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,여름,금,0,1,1
라그로타,Open Food,여름,토,1,1,1
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,0
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,여름,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,0
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,여름,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,1,0
라그로타,Open Food,여름,화,1,0,0
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,여름,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,2
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,여름,금,0,1,0
라그로타,Open Food,여름,토,1,1,0
라그로타,Open Food,여름,일,1,0,0
라그로타,Open Food,여름,월,0,0,0
라그로타,Open Food,여름,화,0,0,0
라그로타,Open Food,여름,수,0,0,0
라그로타,Open Food,여름,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,5
라그로타,Open Food,가을,수,0,1,1
라그로타,Open Food,가을,목,1,1,0
라그로타,Open Food,가을,금,1,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,1,1
라그로타,Open Food,가을,월,1,1,0
라그로타,Open Food,가을,화,1,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,1,0
라그로타,Open Food,가을,월,1,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,2
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,8
라그로타,Open Food,가을,토,1,1,1
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,2
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,46
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,1
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,1
라그로타,Open Food,가을,일,1,0,1
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,1
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,가을,금,0,1,0
라그로타,Open Food,가을,토,1,1,0
라그로타,Open Food,가을,일,1,0,0
라그로타,Open Food,가을,월,0,0,0
라그로타,Open Food,가을,화,0,0,0
라그로타,Open Food,가을,수,0,0,0
라그로타,Open Food,가을,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,1
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,1
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,2
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,1,2
라그로타,Open Food,겨울,월,1,0,4
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,3
라그로타,Open Food,겨울,목,0,0,1
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,4
라그로타,Open Food,겨울,일,1,1,3
라그로타,Open Food,겨울,월,1,0,1
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,1
라그로타,Open Food,겨울,목,0,0,1
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,1
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,5
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,3
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,1
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,1
라그로타,Open Food,겨울,월,0,0,1
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,1
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,2
라그로타,Open Food,겨울,월,0,0,2
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,1
라그로타,Open Food,겨울,목,0,1,1
라그로타,Open Food,겨울,금,1,1,1
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,1,0
라그로타,Open Food,겨울,월,1,0,1
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,4
라그로타,Open Food,겨울,목,0,0,2
라그로타,Open Food,겨울,금,0,1,3
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,2
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,1
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,3
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,1,3
라그로타,Open Food,겨울,금,1,1,5
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,2
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,1
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,1
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,0
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,0
라그로타,Open Food,겨울,일,1,0,3
라그로타,Open Food,겨울,월,0,0,0
라그로타,Open Food,겨울,화,0,0,0
라그로타,Open Food,겨울,수,0,0,0
라그로타,Open Food,겨울,목,0,0,80
라그로타,Open Food,겨울,금,0,1,0
라그로타,Open Food,겨울,토,1,1,1
라그로타,Open Food,겨울,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,1
라그로타,Open Food,봄,일,1,0,1
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,1,0
라그로타,Open Food,봄,수,1,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,1
라그로타,Open Food,봄,토,1,1,1
라그로타,Open Food,봄,일,1,0,1
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,5
라그로타,Open Food,봄,수,0,0,1
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,1
라그로타,Open Food,봄,토,1,1,1
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,2
라그로타,Open Food,봄,일,1,0,1
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,1,0
라그로타,Open Food,봄,수,1,0,0
라그로타,Open Food,봄,목,0,0,1
라그로타,Open Food,봄,금,0,1,1
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,1,0
라그로타,Open Food,봄,월,1,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,2
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,3
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,1,0
라그로타,Open Food,봄,수,1,0,0
라그로타,Open Food,봄,목,0,0,1
라그로타,Open Food,봄,금,0,1,2
라그로타,Open Food,봄,토,1,1,1
라그로타,Open Food,봄,일,1,0,1
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,1
라그로타,Open Food,봄,토,1,1,1
라그로타,Open Food,봄,일,1,0,1
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,1
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,1,1
라그로타,Open Food,봄,일,1,0,0
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,1
라그로타,Open Food,봄,수,0,1,0
라그로타,Open Food,봄,목,1,0,2
라그로타,Open Food,봄,금,0,1,4
라그로타,Open Food,봄,토,1,1,0
라그로타,Open Food,봄,일,1,0,2
라그로타,Open Food,봄,월,0,0,0
라그로타,Open Food,봄,화,0,0,0
라그로타,Open Food,봄,수,0,0,0
라그로타,Open Food,봄,목,0,0,0
라그로타,Open Food,봄,금,0,1,0
라그로타,Open Food,봄,토,1,0,0
라그로타,그릴드 비프 샐러드,겨울,일,1,0,0
라그로타,그릴드 비프 샐러드,겨울,월,0,0,0
라그로타,그릴드 비프 샐러드,겨울,화,0,0,0
라그로타,그릴드 비프 샐러드,겨울,수,0,0,0
라그로타,그릴드 비프 샐러드,겨울,목,0,0,0
라그로타,그릴드 비프 샐러드,겨울,금,0,1,0
라그로타,그릴드 비프 샐러드,겨울,토,1,1,0
라그로타,그릴드 비프 샐러드,겨울,일,1,0,0
라그로타,그릴드 비프 샐러드,겨울,월,0,0,0
라그로타,그릴드 비프 샐러드,겨울,화,0,0,0
라그로타,그릴드 비프 샐러드,겨울,수,0,0,0
라그로타,그릴드 비프 샐러드,겨울,목,0,0,0
라그로타,그릴드 비프 샐러드,겨울,금,0,1,0
라그로타,그릴드 비프 샐러드,겨울,토,1,1,0
라그로타,그릴드 비프 샐러드,겨울,일,1,0,0
라그로타,그릴드 비프 샐러드,겨울,월,0,0,0
라그로타,그릴드 비프 샐러드,겨울,화,0,0,0
라그로타,그릴드 비프 샐러드,겨울,수,0,0,0
라그로타,그릴드 비프 샐러드,겨울,목,0,0,0
라그로타,그릴드 비프 샐러드,겨울,금,0,1,0
라그로타,그릴드 비프 샐러드,겨울,토,1,1,0
라그로타,그릴드 비프 샐러드,겨울,일,1,1,0
라그로타,그릴드 비프 샐러드,겨울,월,1,1,0
라그로타,그릴드 비프 샐러드,겨울,화,1,0,0
라그로타,그릴드 비프 샐러드,겨울,수,0,0,0
라그로타,그릴드 비프 샐러드,겨울,목,0,0,0
라그로타,그릴드 비프 샐러드,겨울,금,0,1,0
라그로타,그릴드 비프 샐러드,겨울,토,1,1,0
라그로타,그릴드 비프 샐러드,겨울,일,1,0,0
라그로타,그릴드 비프 샐러드,겨울,월,0,0,0
라그로타,그릴드 비프 샐러드,겨울,화,0,0,0
라그로타,그릴드 비프 샐러드,겨울,수,0,0,0
라그로타,그릴드 비프 샐러드,겨울,목,0,0,0
라그로타,그릴드 비프 샐러드,겨울,금,0,1,0
라그로타,그릴드 비프 샐러드,겨울,토,1,1,0
라그로타,그릴드 비프 샐러드,겨울,일,1,0,0
