영업일자,매출수량,영업장명,메뉴명,월,요일,주중,주말,공휴일,연속된_공휴일_남은일수,성수기,시즌
2023-10-27,9,미라시아,BBQ Platter,10,금요일,0,1,0,0.0,0,가을
2023-10-28,14,미라시아,BBQ Platter,10,토요일,0,1,0,0.0,0,가을
2023-10-29,16,미라시아,BBQ Platter,10,일요일,1,0,0,0.0,0,가을
2023-10-30,7,미라시아,BBQ Platter,10,월요일,1,0,0,0.0,0,가을
2023-10-31,24,미라시아,BBQ Platter,10,화요일,1,0,0,0.0,0,가을
2023-11-01,6,미라시아,BBQ Platter,11,수요일,1,0,0,0.0,0,가을
2023-11-02,2,미라시아,BBQ Platter,11,목요일,1,0,0,0.0,0,가을
2023-11-03,17,미라시아,BBQ Platter,11,금요일,0,1,0,0.0,0,가을
2023-11-04,16,미라시아,BBQ Platter,11,토요일,0,1,0,0.0,0,가을
2023-11-05,10,미라시아,BBQ Platter,11,일요일,1,0,0,0.0,0,가을
2023-11-06,7,미라시아,BBQ Platter,11,월요일,1,0,0,0.0,0,가을
2023-11-07,3,미라시아,BBQ Platter,11,화요일,1,0,0,0.0,0,가을
2023-11-08,5,미라시아,BBQ Platter,11,수요일,1,0,0,0.0,0,가을
2023-11-09,4,미라시아,BBQ Platter,11,목요일,1,0,0,0.0,0,가을
2023-11-10,8,미라시아,BBQ Platter,11,금요일,0,1,0,0.0,0,가을
2023-11-11,13,미라시아,BBQ Platter,11,토요일,0,1,0,0.0,0,가을
2023-11-12,10,미라시아,BBQ Platter,11,일요일,1,0,0,0.0,0,가을
2023-11-13,11,미라시아,BBQ Platter,11,월요일,1,0,0,0.0,0,가을
2023-11-14,11,미라시아,BBQ Platter,11,화요일,1,0,0,0.0,0,가을
2023-11-15,35,미라시아,BBQ Platter,11,수요일,1,0,0,0.0,0,가을
2023-11-16,4,미라시아,BBQ Platter,11,목요일,1,0,0,0.0,0,가을
2023-11-17,2,미라시아,BBQ Platter,11,금요일,0,1,0,0.0,0,가을
2023-11-18,7,미라시아,BBQ Platter,11,토요일,0,1,0,0.0,0,가을
2023-11-19,3,미라시아,BBQ Platter,11,일요일,1,0,0,0.0,0,가을
2023-11-20,0,미라시아,BBQ Platter,11,월요일,1,0,0,0.0,0,가을
2023-11-21,0,미라시아,BBQ Platter,11,화요일,1,0,0,0.0,0,가을
2023-11-22,0,미라시아,BBQ Platter,11,수요일,1,0,0,0.0,0,가을
2023-11-23,2,미라시아,BBQ Platter,11,목요일,1,0,0,0.0,0,가을
2023-11-24,6,미라시아,BBQ Platter,11,금요일,0,1,0,0.0,0,가을
2023-11-25,4,미라시아,BBQ Platter,11,토요일,0,1,0,0.0,0,가을
2023-11-26,0,미라시아,BBQ Platter,11,일요일,1,0,0,0.0,0,가을
2023-11-27,0,미라시아,BBQ Platter,11,월요일,1,0,0,0.0,0,가을
2023-11-28,0,미라시아,BBQ Platter,11,화요일,1,0,0,0.0,0,가을
2023-11-29,2,미라시아,BBQ Platter,11,수요일,1,0,0,0.0,0,가을
2023-11-30,7,미라시아,BBQ Platter,11,목요일,1,0,0,0.0,0,가을
2023-12-01,9,미라시아,BBQ Platter,12,금요일,0,1,0,0.0,0,겨울
2023-12-02,19,미라시아,BBQ Platter,12,토요일,0,1,0,0.0,0,겨울
2023-12-03,1,미라시아,BBQ Platter,12,일요일,1,0,0,0.0,0,겨울
2023-12-04,1,미라시아,BBQ Platter,12,월요일,1,0,0,0.0,0,겨울
2023-12-05,2,미라시아,BBQ Platter,12,화요일,1,0,0,0.0,0,겨울
2023-12-06,4,미라시아,BBQ Platter,12,수요일,1,0,0,0.0,0,겨울
2023-12-07,0,미라시아,BBQ Platter,12,목요일,1,0,0,0.0,0,겨울
2023-12-08,15,미라시아,BBQ Platter,12,금요일,0,1,0,0.0,0,겨울
2023-12-09,14,미라시아,BBQ Platter,12,토요일,0,1,0,0.0,0,겨울
2023-12-10,12,미라시아,BBQ Platter,12,일요일,1,0,0,0.0,0,겨울
2023-12-11,5,미라시아,BBQ Platter,12,월요일,1,0,0,0.0,0,겨울
2023-12-12,8,미라시아,BBQ Platter,12,화요일,1,0,0,0.0,0,겨울
2023-12-13,1,미라시아,BBQ Platter,12,수요일,1,0,0,0.0,0,겨울
2023-12-14,5,미라시아,BBQ Platter,12,목요일,1,0,0,0.0,0,겨울
2023-12-15,14,미라시아,BBQ Platter,12,금요일,0,1,0,0.0,1,겨울
2023-12-16,17,미라시아,BBQ Platter,12,토요일,0,1,0,0.0,1,겨울
2023-12-17,9,미라시아,BBQ Platter,12,일요일,1,0,0,0.0,1,겨울
2023-12-18,6,미라시아,BBQ Platter,12,월요일,1,0,0,0.0,1,겨울
2023-12-19,6,미라시아,BBQ Platter,12,화요일,1,0,0,0.0,1,겨울
2023-12-20,10,미라시아,BBQ Platter,12,수요일,1,0,0,0.0,1,겨울
2023-12-21,7,미라시아,BBQ Platter,12,목요일,1,0,0,0.0,1,겨울
2023-12-22,15,미라시아,BBQ Platter,12,금요일,0,1,0,0.0,1,겨울
2023-12-23,22,미라시아,BBQ Platter,12,토요일,0,1,0,0.0,1,겨울
2023-12-24,22,미라시아,BBQ Platter,12,일요일,1,0,0,0.0,1,겨울
2023-12-25,19,미라시아,BBQ Platter,12,월요일,1,0,1,1.0,1,겨울
2023-12-26,9,미라시아,BBQ Platter,12,화요일,1,0,0,0.0,1,겨울
2023-12-27,8,미라시아,BBQ Platter,12,수요일,1,0,0,0.0,1,겨울
2023-12-28,15,미라시아,BBQ Platter,12,목요일,1,0,0,0.0,1,겨울
2023-12-29,10,미라시아,BBQ Platter,12,금요일,0,1,0,0.0,1,겨울
2023-12-30,19,미라시아,BBQ Platter,12,토요일,0,1,0,0.0,1,겨울
2023-12-31,26,미라시아,BBQ Platter,12,일요일,1,0,0,0.0,1,겨울
2024-01-01,21,미라시아,BBQ Platter,1,월요일,1,0,1,1.0,1,겨울
2024-01-02,16,미라시아,BBQ Platter,1,화요일,1,0,0,0.0,1,겨울
2024-01-03,7,미라시아,BBQ Platter,1,수요일,1,0,0,0.0,1,겨울
2024-01-04,13,미라시아,BBQ Platter,1,목요일,1,0,0,0.0,1,겨울
2024-01-05,8,미라시아,BBQ Platter,1,금요일,0,1,0,0.0,1,겨울
2024-01-06,17,미라시아,BBQ Platter,1,토요일,0,1,0,0.0,1,겨울
2024-01-07,9,미라시아,BBQ Platter,1,일요일,1,0,0,0.0,1,겨울
2024-01-08,9,미라시아,BBQ Platter,1,월요일,1,0,0,0.0,1,겨울
2024-01-09,4,미라시아,BBQ Platter,1,화요일,1,0,0,0.0,1,겨울
2024-01-10,9,미라시아,BBQ Platter,1,수요일,1,0,0,0.0,1,겨울
2024-01-11,6,미라시아,BBQ Platter,1,목요일,1,0,0,0.0,1,겨울
2024-01-12,10,미라시아,BBQ Platter,1,금요일,0,1,0,0.0,1,겨울
2024-01-13,19,미라시아,BBQ Platter,1,토요일,0,1,0,0.0,1,겨울
2024-01-14,12,미라시아,BBQ Platter,1,일요일,1,0,0,0.0,1,겨울
2024-01-15,8,미라시아,BBQ Platter,1,월요일,1,0,0,0.0,1,겨울
2024-01-16,20,미라시아,BBQ Platter,1,화요일,1,0,0,0.0,1,겨울
2024-01-17,10,미라시아,BBQ Platter,1,수요일,1,0,0,0.0,1,겨울
2024-01-18,12,미라시아,BBQ Platter,1,목요일,1,0,0,0.0,1,겨울
2024-01-19,11,미라시아,BBQ Platter,1,금요일,0,1,0,0.0,1,겨울
2024-01-20,10,미라시아,BBQ Platter,1,토요일,0,1,0,0.0,1,겨울
2024-01-21,15,미라시아,BBQ Platter,1,일요일,1,0,0,0.0,1,겨울
2024-01-22,4,미라시아,BBQ Platter,1,월요일,1,0,0,0.0,1,겨울
2024-01-23,6,미라시아,BBQ Platter,1,화요일,1,0,0,0.0,1,겨울
2024-01-24,7,미라시아,BBQ Platter,1,수요일,1,0,0,0.0,1,겨울
2024-01-25,8,미라시아,BBQ Platter,1,목요일,1,0,0,0.0,1,겨울
2024-01-26,11,미라시아,BBQ Platter,1,금요일,0,1,0,0.0,1,겨울
2024-01-27,12,미라시아,BBQ Platter,1,토요일,0,1,0,0.0,1,겨울
2024-01-28,12,미라시아,BBQ Platter,1,일요일,1,0,0,0.0,1,겨울
2024-01-29,2,미라시아,BBQ Platter,1,월요일,1,0,0,0.0,1,겨울
2024-01-30,6,미라시아,BBQ Platter,1,화요일,1,0,0,0.0,1,겨울
2024-01-31,8,미라시아,BBQ Platter,1,수요일,1,0,0,0.0,1,겨울
2024-02-01,4,미라시아,BBQ Platter,2,목요일,1,0,0,0.0,1,겨울
2024-02-02,1,미라시아,BBQ Platter,2,금요일,0,1,0,0.0,1,겨울
2024-02-03,11,미라시아,BBQ Platter,2,토요일,0,1,0,0.0,1,겨울
2024-02-04,13,미라시아,BBQ Platter,2,일요일,1,0,0,0.0,1,겨울
2024-02-05,5,미라시아,BBQ Platter,2,월요일,1,0,0,0.0,1,겨울
2024-02-06,6,미라시아,BBQ Platter,2,화요일,1,0,0,0.0,1,겨울
2024-02-07,1,미라시아,BBQ Platter,2,수요일,1,0,0,0.0,1,겨울
2024-02-08,10,미라시아,BBQ Platter,2,목요일,1,0,0,0.0,1,겨울
2024-02-09,12,미라시아,BBQ Platter,2,금요일,0,1,1,2.0,1,겨울
2024-02-10,22,미라시아,BBQ Platter,2,토요일,0,1,1,2.0,1,겨울
2024-02-11,17,미라시아,BBQ Platter,2,일요일,1,0,1,2.0,1,겨울
2024-02-12,14,미라시아,BBQ Platter,2,월요일,1,0,1,1.0,1,겨울
2024-02-13,2,미라시아,BBQ Platter,2,화요일,1,0,0,0.0,1,겨울
2024-02-14,4,미라시아,BBQ Platter,2,수요일,1,0,0,0.0,1,겨울
2024-02-15,3,미라시아,BBQ Platter,2,목요일,1,0,0,0.0,1,겨울
2024-02-16,21,미라시아,BBQ Platter,2,금요일,0,1,0,0.0,1,겨울
2024-02-17,13,미라시아,BBQ Platter,2,토요일,0,1,0,0.0,1,겨울
2024-02-18,14,미라시아,BBQ Platter,2,일요일,1,0,0,0.0,1,겨울
2024-02-19,7,미라시아,BBQ Platter,2,월요일,1,0,0,0.0,1,겨울
2024-02-20,6,미라시아,BBQ Platter,2,화요일,1,0,0,0.0,1,겨울
2024-02-21,3,미라시아,BBQ Platter,2,수요일,1,0,0,0.0,1,겨울
2024-02-22,6,미라시아,BBQ Platter,2,목요일,1,0,0,0.0,1,겨울
2024-02-23,4,미라시아,BBQ Platter,2,금요일,0,1,0,0.0,1,겨울
2024-02-24,12,미라시아,BBQ Platter,2,토요일,0,1,0,0.0,1,겨울
2024-02-25,9,미라시아,BBQ Platter,2,일요일,1,0,0,0.0,1,겨울
2024-02-26,9,미라시아,BBQ Platter,2,월요일,1,0,0,0.0,1,겨울
2024-02-27,3,미라시아,BBQ Platter,2,화요일,1,0,0,0.0,1,겨울
2024-02-28,3,미라시아,BBQ Platter,2,수요일,1,0,0,0.0,1,겨울
2024-02-29,12,미라시아,BBQ Platter,2,목요일,1,0,0,0.0,1,겨울
2024-03-01,12,미라시아,BBQ Platter,3,금요일,0,1,1,1.0,0,겨울
2024-03-02,20,미라시아,BBQ Platter,3,토요일,0,1,0,0.0,0,겨울
2024-03-03,0,미라시아,BBQ Platter,3,일요일,1,0,0,0.0,0,겨울
2024-03-04,0,미라시아,BBQ Platter,3,월요일,1,0,0,0.0,0,겨울
2024-03-05,0,미라시아,BBQ Platter,3,화요일,1,0,0,0.0,0,겨울
2024-03-06,0,미라시아,BBQ Platter,3,수요일,1,0,0,0.0,0,겨울
2024-03-07,0,미라시아,BBQ Platter,3,목요일,1,0,0,0.0,0,겨울
2024-03-08,0,미라시아,BBQ Platter,3,금요일,0,1,0,0.0,0,겨울
2024-03-09,0,미라시아,BBQ Platter,3,토요일,0,1,0,0.0,0,겨울
2024-03-10,0,미라시아,BBQ Platter,3,일요일,1,0,0,0.0,0,겨울
2024-03-11,0,미라시아,BBQ Platter,3,월요일,1,0,0,0.0,0,겨울
2024-03-12,0,미라시아,BBQ Platter,3,화요일,1,0,0,0.0,0,겨울
2024-03-13,1,미라시아,BBQ Platter,3,수요일,1,0,0,0.0,0,겨울
2024-03-14,1,미라시아,BBQ Platter,3,목요일,1,0,0,0.0,0,겨울
2024-03-15,2,미라시아,BBQ Platter,3,금요일,0,1,0,0.0,0,겨울
2024-03-16,13,미라시아,BBQ Platter,3,토요일,0,1,0,0.0,0,겨울
2024-03-17,1,미라시아,BBQ Platter,3,일요일,1,0,0,0.0,0,겨울
2024-03-18,0,미라시아,BBQ Platter,3,월요일,1,0,0,0.0,0,겨울
2024-03-19,0,미라시아,BBQ Platter,3,화요일,1,0,0,0.0,0,겨울
2024-03-20,0,미라시아,BBQ Platter,3,수요일,1,0,0,0.0,0,겨울
2024-03-21,0,미라시아,BBQ Platter,3,목요일,1,0,0,0.0,0,겨울
2024-03-22,4,미라시아,BBQ Platter,3,금요일,0,1,0,0.0,0,겨울
2024-03-23,16,미라시아,BBQ Platter,3,토요일,0,1,0,0.0,0,겨울
2024-03-24,1,미라시아,BBQ Platter,3,일요일,1,0,0,0.0,0,겨울
2024-03-25,1,미라시아,BBQ Platter,3,월요일,1,0,0,0.0,0,겨울
2024-03-26,2,미라시아,BBQ Platter,3,화요일,1,0,0,0.0,0,겨울
2024-03-27,1,미라시아,BBQ Platter,3,수요일,1,0,0,0.0,0,겨울
2024-03-28,2,미라시아,BBQ Platter,3,목요일,1,0,0,0.0,0,겨울
2024-03-29,2,미라시아,BBQ Platter,3,금요일,0,1,0,0.0,0,겨울
2024-03-30,5,미라시아,BBQ Platter,3,토요일,0,1,0,0.0,0,겨울
2024-03-31,3,미라시아,BBQ Platter,3,일요일,1,0,0,0.0,0,겨울
2024-04-01,1,미라시아,BBQ Platter,4,월요일,1,0,0,0.0,0,봄
2024-04-02,1,미라시아,BBQ Platter,4,화요일,1,0,0,0.0,0,봄
2024-04-03,0,미라시아,BBQ Platter,4,수요일,1,0,0,0.0,0,봄
2024-04-04,4,미라시아,BBQ Platter,4,목요일,1,0,0,0.0,0,봄
2024-04-05,12,미라시아,BBQ Platter,4,금요일,0,1,0,0.0,0,봄
2024-04-06,17,미라시아,BBQ Platter,4,토요일,0,1,0,0.0,0,봄
2024-04-07,6,미라시아,BBQ Platter,4,일요일,1,0,0,0.0,0,봄
2024-04-08,2,미라시아,BBQ Platter,4,월요일,1,0,0,0.0,0,봄
2024-04-09,7,미라시아,BBQ Platter,4,화요일,1,0,0,0.0,0,봄
2024-04-10,9,미라시아,BBQ Platter,4,수요일,1,0,0,0.0,0,봄
2024-04-11,9,미라시아,BBQ Platter,4,목요일,1,0,0,0.0,0,봄
2024-04-12,9,미라시아,BBQ Platter,4,금요일,0,1,0,0.0,0,봄
2024-04-13,21,미라시아,BBQ Platter,4,토요일,0,1,0,0.0,0,봄
2024-04-14,3,미라시아,BBQ Platter,4,일요일,1,0,0,0.0,0,봄
2024-04-15,0,미라시아,BBQ Platter,4,월요일,1,0,0,0.0,0,봄
2024-04-16,4,미라시아,BBQ Platter,4,화요일,1,0,0,0.0,0,봄
2024-04-17,5,미라시아,BBQ Platter,4,수요일,1,0,0,0.0,0,봄
2024-04-18,0,미라시아,BBQ Platter,4,목요일,1,0,0,0.0,0,봄
2024-04-19,5,미라시아,BBQ Platter,4,금요일,0,1,1,1.0,0,봄
2024-04-20,12,미라시아,BBQ Platter,4,토요일,0,1,0,0.0,0,봄
2024-04-21,5,미라시아,BBQ Platter,4,일요일,1,0,0,0.0,0,봄
2024-04-22,1,미라시아,BBQ Platter,4,월요일,1,0,0,0.0,0,봄
2024-04-23,2,미라시아,BBQ Platter,4,화요일,1,0,0,0.0,0,봄
2024-04-24,2,미라시아,BBQ Platter,4,수요일,1,0,0,0.0,0,봄
2024-04-25,5,미라시아,BBQ Platter,4,목요일,1,0,0,0.0,0,봄
2024-04-26,10,미라시아,BBQ Platter,4,금요일,0,1,0,0.0,0,봄
2024-04-27,10,미라시아,BBQ Platter,4,토요일,0,1,0,0.0,0,봄
2024-04-28,6,미라시아,BBQ Platter,4,일요일,1,0,0,0.0,0,봄
2024-04-29,5,미라시아,BBQ Platter,4,월요일,1,0,0,0.0,0,봄
2024-04-30,4,미라시아,BBQ Platter,4,화요일,1,0,0,0.0,0,봄
2024-05-01,5,미라시아,BBQ Platter,5,수요일,1,0,1,1.0,0,봄
2024-05-02,3,미라시아,BBQ Platter,5,목요일,1,0,0,0.0,0,봄
2024-05-03,3,미라시아,BBQ Platter,5,금요일,0,1,0,0.0,0,봄
2024-05-04,15,미라시아,BBQ Platter,5,토요일,0,1,0,0.0,0,봄
2024-05-05,21,미라시아,BBQ Platter,5,일요일,1,0,1,2.0,0,봄
2024-05-06,2,미라시아,BBQ Platter,5,월요일,1,0,1,1.0,0,봄
2024-05-07,3,미라시아,BBQ Platter,5,화요일,1,0,0,0.0,0,봄
2024-05-08,2,미라시아,BBQ Platter,5,수요일,1,0,0,0.0,0,봄
2024-05-09,1,미라시아,BBQ Platter,5,목요일,1,0,0,0.0,0,봄
2024-05-10,3,미라시아,BBQ Platter,5,금요일,0,1,0,0.0,0,봄
2024-05-11,5,미라시아,BBQ Platter,5,토요일,0,1,0,0.0,0,봄
2024-05-12,3,미라시아,BBQ Platter,5,일요일,1,0,0,0.0,0,봄
2024-05-13,2,미라시아,BBQ Platter,5,월요일,1,0,0,0.0,0,봄
2024-05-14,5,미라시아,BBQ Platter,5,화요일,1,0,0,0.0,0,봄
2024-05-15,6,미라시아,BBQ Platter,5,수요일,1,0,1,1.0,0,봄
2024-05-16,3,미라시아,BBQ Platter,5,목요일,1,0,0,0.0,0,봄
2024-05-17,3,미라시아,BBQ Platter,5,금요일,0,1,0,0.0,0,봄
2024-05-18,21,미라시아,BBQ Platter,5,토요일,0,1,0,0.0,0,봄
2024-05-19,3,미라시아,BBQ Platter,5,일요일,1,0,0,0.0,0,봄
2024-05-20,1,미라시아,BBQ Platter,5,월요일,1,0,0,0.0,0,봄
2024-05-21,2,미라시아,BBQ Platter,5,화요일,1,0,0,0.0,0,봄
2024-05-22,1,미라시아,BBQ Platter,5,수요일,1,0,0,0.0,0,봄
2024-05-23,1,미라시아,BBQ Platter,5,목요일,1,0,0,0.0,0,봄
2024-05-24,8,미라시아,BBQ Platter,5,금요일,0,1,0,0.0,0,봄
2024-05-25,19,미라시아,BBQ Platter,5,토요일,0,1,0,0.0,0,봄
2024-05-26,4,미라시아,BBQ Platter,5,일요일,1,0,0,0.0,0,봄
2024-05-27,0,미라시아,BBQ Platter,5,월요일,1,0,0,0.0,0,봄
2024-05-28,0,미라시아,BBQ Platter,5,화요일,1,0,0,0.0,0,봄
2024-05-29,3,미라시아,BBQ Platter,5,수요일,1,0,0,0.0,0,봄
2024-05-30,4,미라시아,BBQ Platter,5,목요일,1,0,0,0.0,0,봄
2024-05-31,2,미라시아,BBQ Platter,5,금요일,0,1,0,0.0,0,봄
2024-06-01,17,미라시아,BBQ Platter,6,토요일,0,1,0,0.0,0,여름
2024-06-02,1,미라시아,BBQ Platter,6,일요일,1,0,0,0.0,0,여름
2024-06-03,2,미라시아,BBQ Platter,6,월요일,1,0,0,0.0,0,여름
2024-06-04,2,미라시아,BBQ Platter,6,화요일,1,0,0,0.0,0,여름
2024-06-05,6,미라시아,BBQ Platter,6,수요일,1,0,0,0.0,0,여름
2024-06-06,12,미라시아,BBQ Platter,6,목요일,1,0,1,1.0,0,여름
2024-06-07,8,미라시아,BBQ Platter,6,금요일,0,1,0,0.0,0,여름
2024-06-08,11,미라시아,BBQ Platter,6,토요일,0,1,0,0.0,0,여름
2024-06-09,2,미라시아,BBQ Platter,6,일요일,1,0,0,0.0,0,여름
2024-06-10,3,미라시아,BBQ Platter,6,월요일,1,0,0,0.0,0,여름
2024-06-11,2,미라시아,BBQ Platter,6,화요일,1,0,0,0.0,0,여름
2024-06-12,1,미라시아,BBQ Platter,6,수요일,1,0,0,0.0,0,여름
2024-06-13,0,미라시아,BBQ Platter,6,목요일,1,0,0,0.0,0,여름
2024-06-14,0,미라시아,BBQ Platter,6,금요일,0,1,0,0.0,0,여름
2024-06-15,13,미라시아,BBQ Platter,6,토요일,0,1,0,0.0,0,여름
2023-01-01,0,미라시아,BBQ 고기추가,1,일요일,1,0,1,1.0,1,겨울
2023-01-02,0,미라시아,BBQ 고기추가,1,월요일,1,0,0,0.0,1,겨울
2023-01-03,0,미라시아,BBQ 고기추가,1,화요일,1,0,0,0.0,1,겨울
2023-01-04,0,미라시아,BBQ 고기추가,1,수요일,1,0,0,0.0,1,겨울
2023-01-05,1,미라시아,BBQ 고기추가,1,목요일,1,0,0,0.0,1,겨울
2023-01-06,0,미라시아,BBQ 고기추가,1,금요일,0,1,0,0.0,1,겨울
2023-01-07,2,미라시아,BBQ 고기추가,1,토요일,0,1,0,0.0,1,겨울
2023-01-08,1,미라시아,BBQ 고기추가,1,일요일,1,0,0,0.0,1,겨울
2023-01-09,0,미라시아,BBQ 고기추가,1,월요일,1,0,0,0.0,1,겨울
2023-01-10,1,미라시아,BBQ 고기추가,1,화요일,1,0,0,0.0,1,겨울
2023-01-11,0,미라시아,BBQ 고기추가,1,수요일,1,0,0,0.0,1,겨울
2023-01-12,0,미라시아,BBQ 고기추가,1,목요일,1,0,0,0.0,1,겨울
2023-01-13,1,미라시아,BBQ 고기추가,1,금요일,0,1,0,0.0,1,겨울
2023-01-14,1,미라시아,BBQ 고기추가,1,토요일,0,1,0,0.0,1,겨울
2023-01-15,0,미라시아,BBQ 고기추가,1,일요일,1,0,0,0.0,1,겨울
2023-01-16,1,미라시아,BBQ 고기추가,1,월요일,1,0,0,0.0,1,겨울
2023-01-17,0,미라시아,BBQ 고기추가,1,화요일,1,0,0,0.0,1,겨울
2023-01-18,0,미라시아,BBQ 고기추가,1,수요일,1,0,0,0.0,1,겨울
2023-01-19,0,미라시아,BBQ 고기추가,1,목요일,1,0,0,0.0,1,겨울
2023-01-20,3,미라시아,BBQ 고기추가,1,금요일,0,1,0,0.0,1,겨울
2023-01-21,0,미라시아,BBQ 고기추가,1,토요일,0,1,1,2.0,1,겨울
2023-01-22,4,미라시아,BBQ 고기추가,1,일요일,1,0,1,2.0,1,겨울
2023-01-23,8,미라시아,BBQ 고기추가,1,월요일,1,0,1,2.0,1,겨울
2023-01-24,2,미라시아,BBQ 고기추가,1,화요일,1,0,1,1.0,1,겨울
2023-01-25,1,미라시아,BBQ 고기추가,1,수요일,1,0,0,0.0,1,겨울
2023-01-26,1,미라시아,BBQ 고기추가,1,목요일,1,0,0,0.0,1,겨울
2023-01-27,1,미라시아,BBQ 고기추가,1,금요일,0,1,0,0.0,1,겨울
2023-01-28,4,미라시아,BBQ 고기추가,1,토요일,0,1,0,0.0,1,겨울
2023-01-29,2,미라시아,BBQ 고기추가,1,일요일,1,0,0,0.0,1,겨울
2023-01-30,2,미라시아,BBQ 고기추가,1,월요일,1,0,0,0.0,1,겨울
2023-01-31,0,미라시아,BBQ 고기추가,1,화요일,1,0,0,0.0,1,겨울
2023-02-01,0,미라시아,BBQ 고기추가,2,수요일,1,0,0,0.0,1,겨울
2023-02-02,0,미라시아,BBQ 고기추가,2,목요일,1,0,0,0.0,1,겨울
2023-02-03,1,미라시아,BBQ 고기추가,2,금요일,0,1,0,0.0,1,겨울
2023-02-04,2,미라시아,BBQ 고기추가,2,토요일,0,1,0,0.0,1,겨울
2023-02-05,1,미라시아,BBQ 고기추가,2,일요일,1,0,0,0.0,1,겨울
2023-02-06,0,미라시아,BBQ 고기추가,2,월요일,1,0,0,0.0,1,겨울
2023-02-07,0,미라시아,BBQ 고기추가,2,화요일,1,0,0,0.0,1,겨울
2023-02-08,2,미라시아,BBQ 고기추가,2,수요일,1,0,0,0.0,1,겨울
2023-02-09,0,미라시아,BBQ 고기추가,2,목요일,1,0,0,0.0,1,겨울
2023-02-10,1,미라시아,BBQ 고기추가,2,금요일,0,1,0,0.0,1,겨울
2023-02-11,4,미라시아,BBQ 고기추가,2,토요일,0,1,0,0.0,1,겨울
2023-02-12,1,미라시아,BBQ 고기추가,2,일요일,1,0,0,0.0,1,겨울
2023-02-13,1,미라시아,BBQ 고기추가,2,월요일,1,0,0,0.0,1,겨울
2023-02-14,0,미라시아,BBQ 고기추가,2,화요일,1,0,0,0.0,1,겨울
2023-02-15,0,미라시아,BBQ 고기추가,2,수요일,1,0,0,0.0,1,겨울
2023-02-16,1,미라시아,BBQ 고기추가,2,목요일,1,0,0,0.0,1,겨울
2023-02-17,0,미라시아,BBQ 고기추가,2,금요일,0,1,0,0.0,1,겨울
2023-02-18,2,미라시아,BBQ 고기추가,2,토요일,0,1,0,0.0,1,겨울
2023-02-19,0,미라시아,BBQ 고기추가,2,일요일,1,0,0,0.0,1,겨울
2023-02-20,3,미라시아,BBQ 고기추가,2,월요일,1,0,0,0.0,1,겨울
2023-02-21,0,미라시아,BBQ 고기추가,2,화요일,1,0,0,0.0,1,겨울
2023-02-22,3,미라시아,BBQ 고기추가,2,수요일,1,0,0,0.0,1,겨울
2023-02-23,1,미라시아,BBQ 고기추가,2,목요일,1,0,0,0.0,1,겨울
2023-02-24,1,미라시아,BBQ 고기추가,2,금요일,0,1,0,0.0,1,겨울
2023-02-25,6,미라시아,BBQ 고기추가,2,토요일,0,1,0,0.0,1,겨울
2023-02-26,2,미라시아,BBQ 고기추가,2,일요일,1,0,0,0.0,1,겨울
2023-02-27,0,미라시아,BBQ 고기추가,2,월요일,1,0,0,0.0,1,겨울
2023-02-28,0,미라시아,BBQ 고기추가,2,화요일,1,0,0,0.0,1,겨울
2023-03-01,0,미라시아,BBQ 고기추가,3,수요일,1,0,1,1.0,0,겨울
2023-03-02,0,미라시아,BBQ 고기추가,3,목요일,1,0,0,0.0,0,겨울
2023-03-03,0,미라시아,BBQ 고기추가,3,금요일,0,1,0,0.0,0,겨울
2023-03-04,0,미라시아,BBQ 고기추가,3,토요일,0,1,0,0.0,0,겨울
2023-03-05,0,미라시아,BBQ 고기추가,3,일요일,1,0,0,0.0,0,겨울
2023-03-06,0,미라시아,BBQ 고기추가,3,월요일,1,0,0,0.0,0,겨울
2023-03-07,0,미라시아,BBQ 고기추가,3,화요일,1,0,0,0.0,0,겨울
2023-03-08,0,미라시아,BBQ 고기추가,3,수요일,1,0,0,0.0,0,겨울
2023-03-09,0,미라시아,BBQ 고기추가,3,목요일,1,0,0,0.0,0,겨울
2023-03-10,0,미라시아,BBQ 고기추가,3,금요일,0,1,0,0.0,0,겨울
2023-03-11,1,미라시아,BBQ 고기추가,3,토요일,0,1,0,0.0,0,겨울
2023-03-12,0,미라시아,BBQ 고기추가,3,일요일,1,0,0,0.0,0,겨울
2023-03-13,0,미라시아,BBQ 고기추가,3,월요일,1,0,0,0.0,0,겨울
2023-03-14,0,미라시아,BBQ 고기추가,3,화요일,1,0,0,0.0,0,겨울
2023-03-15,0,미라시아,BBQ 고기추가,3,수요일,1,0,0,0.0,0,겨울
2023-03-16,0,미라시아,BBQ 고기추가,3,목요일,1,0,0,0.0,0,겨울
2023-03-17,0,미라시아,BBQ 고기추가,3,금요일,0,1,0,0.0,0,겨울
2023-03-18,1,미라시아,BBQ 고기추가,3,토요일,0,1,0,0.0,0,겨울
2023-03-19,1,미라시아,BBQ 고기추가,3,일요일,1,0,0,0.0,0,겨울
2023-03-20,0,미라시아,BBQ 고기추가,3,월요일,1,0,0,0.0,0,겨울
2023-03-21,0,미라시아,BBQ 고기추가,3,화요일,1,0,0,0.0,0,겨울
2023-03-22,0,미라시아,BBQ 고기추가,3,수요일,1,0,0,0.0,0,겨울
2023-03-23,0,미라시아,BBQ 고기추가,3,목요일,1,0,0,0.0,0,겨울
